"","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"11","11","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2013","21.9929676774309","3853.5476084587","-7530.82155761208","7574.80749296694"
"12","12","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2015","23.37564558594","6478.05349295877","-12673.3758905372","12720.127181709"
"13","13","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2017","22.118557253259","4045.19170111746","-7906.31148749727","7950.54860200379"
"14","14","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2019","22.1629140374923","4049.38545006024","-7914.4867276011","7958.81255567608"
"15","15","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2021","23.0352333353837","6356.57806746484","-12435.6288438129","12481.6993104837"
"16","16","GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","08_3","factor(year)2023","22.7151351474999","5386.09744260027","-10533.8418695723","10579.2721398673"
"17",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)1990","23.5165829217691","6493.62810229781","-12703.7606265791","12750.7937924226"
"18",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)1993","23.9357440831724","7104.61802995725","-13900.8597185469","13948.7312067133"
"19",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)1996","23.5431028318838","6154.04467067418","-12038.1628109402","12085.2490166039"
"20",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)1999","23.5018256825268","6259.75722977819","-12245.3968966469","12292.400548012"
"21",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2001","22.7971091230094","5510.67610875154","-10777.9295944953","10823.5238127414"
"22",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2003","23.853885058347","7084.24943444929","-13861.0198639605","13908.7276340772"
"23",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2005","23.810549112366","5840.90555097251","-11424.1539678938","11471.7750661186"
"24",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2007","23.6745604338503","6184.89593258601","-12098.498715563","12145.8478364307"
"25",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2009","23.9287552127998","7095.08961922289","-13882.1913655481","13930.0488759737"
"26",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2011","23.3232380706797","5683.85813806736","-11116.8340057762","11163.4804819176"
"27",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2013","23.0075785762724","5594.14162473646","-10941.3085303236","10987.3236874761"
"28",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2015","23.7548393350977","6893.03775357907","-13486.3509017548","13533.860580425"
"29",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2017","23.0701235214672","5472.36151798884","-10702.5613621196","10748.7016091625"
"30",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2019","23.2564517103255","5931.33873499591","-11601.953848989","11648.4667524097"
"31",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2021","23.0176498440039","5287.02396403789","-10339.3589050705","10385.3942047585"
"32",NA,"GOA","flathead sole","10130",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","flathead_sole","1_1","factor(year)2023","23.1310433024133","5983.2528692268","-11703.8290907781","11750.0911773829"
