"","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","year","est","lwr","upr","log_est","se","type"
"97",1,1,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1990,17655112.2065146,12563811.7837715,24809587.4396371,16.6865359428336,0.173577058857335,"index"
"98",2,2,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1993,33721893.08621,19925246.9188068,57071617.6292121,17.3336578308687,0.2684537369275,"index"
"99",3,3,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1996,52099532.4908028,31360463.2647268,86553609.3279985,17.7686665333782,0.258988436304252,"index"
"100",4,4,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1999,21132022.2609111,12846413.6534666,34761636.7401605,16.8663000906877,0.253945918076723,"index"
"101",5,5,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2001,44014699.9432983,24380229.4117519,79461672.7504938,17.6000342257074,0.301409178209461,"index"
"102",6,6,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2003,31296365.3430693,19757683.8065062,49573750.3079351,17.2590125255429,0.234677525723603,"index"
"103",7,7,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2005,41826013.7833057,26577033.0387317,65824331.3484916,17.5490290432357,0.23136703817961,"index"
"104",8,8,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2007,57457290.4077069,36040168.4035117,91601686.8743011,17.866552454255,0.237967531320495,"index"
"105",9,9,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2009,36905298.1402166,22888172.7017008,59506761.3552684,17.4238656797397,0.243746734282566,"index"
"106",10,10,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2011,43151831.0351888,26626853.1965359,69932429.0386572,17.5802354087809,0.246333417038151,"index"
"107",11,11,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2013,121220460.798076,71561545.4615556,205339334.43335,18.6131214358172,0.268909544705493,"index"
"108",12,12,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2015,87419767.3421008,54704826.1640385,139699113.552267,18.2862319860152,0.239172503435112,"index"
"109",13,13,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2017,88530590.1549452,52517372.1720413,149239481.509233,18.2988587017228,0.266435574581856,"index"
"110",14,14,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2019,96839267.2886388,59157829.6308388,158522443.225533,18.3885631237998,0.25145544458099,"index"
"111",15,15,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2021,129692894.252262,77917669.6713771,215872046.616243,18.6806798617586,0.259962201146427,"index"
"112",16,16,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2023,78034300.8942026,44772937.4730247,136005195.542859,18.1726590430438,0.283446332090737,"index"
"113",17,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1990,21009118.2879473,15624765.0610638,28248940.0328244,16.8604671056363,0.151073892474616,"index"
"114",18,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1993,33420063.1584765,20284667.2733128,55061323.2382663,17.3246669709704,0.254745047877398,"index"
"115",19,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1996,59744461.5501397,38680798.4892239,92278360.9782647,17.9055870507581,0.221806718075403,"index"
"116",20,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1999,19606487.3067108,12594791.2934478,30521692.3053104,16.7913710544736,0.2258088214481,"index"
"117",21,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2001,30947330.6010191,18207619.8379587,52600904.4483731,17.2477973046198,0.270640977058965,"index"
"118",22,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2003,32733818.5495129,21879770.3978042,48972309.0028388,17.3039193078516,0.20553758603118,"index"
"119",23,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2005,41530838.5234791,27567744.292623,62566256.0619748,17.5419468061924,0.209080292919761,"index"
"120",24,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2007,43834254.0316856,29041491.8986558,66161953.1537663,17.5959261252185,0.210049780477584,"index"
"121",25,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2009,43292130.156709,28561123.5846103,65620966.4845018,17.5834814248767,0.212210220339682,"index"
"122",26,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2011,48317520.533398,31374644.9393154,74409855.3150437,17.6933047968098,0.220307190100819,"index"
"123",27,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2013,104834594.570539,66335924.9163609,165676324.444505,18.4678943762438,0.23350031812084,"index"
"124",28,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2015,80037472.0887772,52849263.4102652,121212605.909613,18.1980054840823,0.21176468268687,"index"
"125",29,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2017,74736109.0383535,47543733.8718319,117481012.518915,18.1294739207033,0.230776364143076,"index"
"126",30,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2019,91161574.0004042,59165525.8190709,140460723.693128,18.328144028542,0.220562436788309,"index"
"127",31,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2021,122377431.215944,78304715.433041,191255859.729409,18.6226205255507,0.227811402291459,"index"
"128",32,NA,"GOA","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2023,78050946.210599,47977348.0677059,126975550.957356,18.1728723279861,0.248286595874013,"index"
"129",1,1,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1990,44987516.6051524,36738920.8036576,55088081.1419307,17.6218956004753,0.103342887233068,"index"
"130",2,2,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1993,32984249.3272532,27058738.5061617,40207369.7350917,17.3115407123766,0.101032545860988,"index"
"131",3,3,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1996,14768024.1876977,12035170.5760189,18121433.0973419,16.5079748735686,0.104405526200728,"index"
"132",4,4,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1999,12484338.8877714,9313921.26578242,16733952.6518565,16.3399855277727,0.149474572448411,"index"
"133",5,5,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2001,7222932.3007979,4804298.24375875,10859182.4185113,15.7927715642628,0.208039548095254,"index"
"134",6,6,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2003,16669435.9227906,11849907.3117332,23449136.4931513,16.6290874162895,0.17411381804008,"index"
"135",7,7,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2005,15662988.8746618,10823948.177779,22665409.7431312,16.5668110907663,0.188543989876522,"index"
"136",8,8,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2007,8998371.95075564,6223452.14315674,13010576.1081782,16.0125542245767,0.188125348113895,"index"
"137",9,9,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2009,24729396.8182258,17242215.1018466,35467778.5528716,17.0235032485097,0.183999272548964,"index"
"138",10,10,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2011,20377968.4590017,13982069.6406178,29699580.1901699,16.8299648977186,0.19218647583042,"index"
"139",11,11,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2013,29643165.0589333,19040310.4240208,46150362.8429606,17.204742136056,0.225857846659735,"index"
"140",12,12,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2015,20176447.4865744,14038492.509837,28998058.936402,16.8200265160931,0.185061021146854,"index"
"141",13,13,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2017,5057639.73792619,3341954.02610584,7654120.76851833,15.4364104774844,0.21140401002847,"index"
"142",14,14,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2019,8627501.8108688,5791596.81039254,12852031.9927967,15.9704655438492,0.203344014397,"index"
"143",15,15,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2021,14066269.390711,9333943.40178778,21197893.1149461,16.4592902475728,0.209249817341194,"index"
"144",16,16,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2023,25211230.8943548,16915729.6302104,37574859.4416716,17.042800123611,0.203598449967616,"index"
"145",17,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1990,45031237.3285875,37748856.9147864,53718509.6735807,17.6228669697725,0.0900022747183566,"index"
"146",18,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1993,30459861.1880058,25549020.7425339,36314626.4172848,17.2319203482313,0.0897010367746638,"index"
"147",19,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1996,19460711.7836191,15833918.5248624,23918229.876605,16.7839082108065,0.105228092615256,"index"
"148",20,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1999,12548832.0907517,9633300.81072518,16346752.783486,16.3451381587138,0.134901290248088,"index"
"149",21,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2001,7674384.66570862,5310957.8659023,11089558.8864284,15.8533986743744,0.18781769015618,"index"
"150",22,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2003,15593167.125608,11393858.5341118,21340168.5021092,16.5623433714989,0.160083721359935,"index"
"151",23,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2005,15076550.592415,10828120.2658918,20991859.3610052,16.5286511538229,0.168877652775341,"index"
"152",24,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2007,9422828.193692,6719535.59112869,13213664.8379479,16.0586458343677,0.172511451938129,"index"
"153",25,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2009,29695079.6116161,21191346.5632729,41611218.5465588,17.2064919204056,0.172140124885407,"index"
"154",26,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2011,18788708.260339,13322229.3128779,26498234.62736,16.748766622903,0.175422635676438,"index"
"155",27,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2013,21364123.7178215,14445994.45854,31595317.5491188,16.8772236113734,0.1996444222778,"index"
"156",28,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2015,22551404.2745871,16164008.4030219,31462853.8958684,16.9313078957916,0.169906321431269,"index"
"157",29,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2017,5064265.15641803,3376725.12932943,7595164.12862509,15.4377196024974,0.206790892366904,"index"
"158",30,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2019,7576094.9408141,5235930.99336066,10962179.3383088,15.840508445556,0.188500003985574,"index"
"159",31,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2021,17166514.1944836,11893346.3904982,24777652.9761917,16.6584711950517,0.187238910042842,"index"
"160",32,NA,"GOA","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2023,26361380.9751127,18360712.0902632,37848336.3552958,17.087410655267,0.184537537854126,"index"
