"","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"16","16","16",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1994","20.5387684216571","2082.62411764922","-4061.32949550532","4102.40703234864"
"17","17","17",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1997","20.9985411404636","2393.62085246945","-4670.41212234372","4712.40920462465"
"18","18","18",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2000","20.7542282660481","1997.89792428218","-3895.05374811435","3936.56220464645"
"19","19","19",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2002","20.5826874311122","1845.74642481593","-3597.01382980168","3638.1792046639"
"20","20","20",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2004","20.7106511443883","1917.25995928063","-3737.04981804637","3778.47112033515"
"21","21","21",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2006","21.4579629641064","2968.17326282556","-5796.05473204874","5838.97065797695"
"22","22","22",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2010","21.8352311799703","3281.57141046126","-6409.92654602041","6453.59700838035"
"23","23","23",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2012","21.0556931412905","2111.67621706965","-4117.75363932502","4159.8650256076"
"24","24","24",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2014","20.847708382963","1929.55798465876","-3761.0164476299","3802.71186439582"
"25","25","25",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2016","20.7590075157437","1795.1799240274","-3497.72898934731","3539.2470043788"
"26","26","26",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2018","20.7936436311683","1870.99401643279","-3646.28724386705","3687.87453112938"
"27","27","27",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2022","20.4967903976474","1649.22894685839","-3211.93254770572","3252.92612850102"
"28","28","28",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2024","20.953841872428","2302.58513535447","-4492.03009475963","4533.93777850448"
"29","29",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)1991","19.6794623082657","1486.93033999355","-2894.650451599","2934.00937621553"
"30","30",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)1994","19.6226012327768","1431.16901839313","-2785.4171306073","2824.66233307286"
"31","31",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)1997","19.9064244135337","1564.70693802374","-3046.86282047295","3086.67566930002"
"32","32",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2000","20.0876390200347","1436.51096864339","-2795.42212291775","2835.59740095782"
"33","33",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2002","20.0738670345646","1607.00980091394","-3129.60746555963","3169.75519962876"
"34","34",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2004","20.1351059213592","1571.65200289344","-3060.24621598002","3100.51642782274"
"35","35",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2006","19.9741345327619","1547.09643623736","-3012.27916110272","3052.22743016825"
"36","36",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2010","20.1216657885859","1580.434639723","-3077.47330798804","3117.71663956521"
"37","37",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2012","20.3467375377855","1484.27019763019","-2888.76939314353","2929.46286821911"
"38","38",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2014","20.3281056592166","1632.10293623336","-3178.53486842025","3219.19107973868"
"39","39",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2016","20.4691869962101","1538.6953488076","-2995.31827984599","3036.25665383841"
"40","40",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2018","20.3899115906151","1351.72076692233","-2628.93410873202","2669.71393191325"
"41","41",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2022","20.309377359929","1660.30225448833","-3233.82324488786","3274.44199960771"
"42","42",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2024","19.9960231185264","1593.69967911372","-3103.5979501174","3143.58999635446"
"43",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1991","21.1245056792432","2771.97577585186","-5411.84818100788","5454.09719236637"
"44",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1994","20.5387684216571","2082.62411764922","-4061.32949550532","4102.40703234864"
"45",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1997","20.9985411404636","2393.62085246945","-4670.41212234372","4712.40920462465"
"46",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2000","20.7542282660481","1997.89792428218","-3895.05374811435","3936.56220464645"
"47",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2002","20.5826874311122","1845.74642481593","-3597.01382980168","3638.1792046639"
"48",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2004","20.7106511443883","1917.25995928063","-3737.04981804637","3778.47112033515"
"49",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2006","21.4579629641064","2968.17326282556","-5796.05473204874","5838.97065797695"
"50",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2010","21.8352311799703","3281.57141046126","-6409.92654602041","6453.59700838035"
"51",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2012","21.0556931412905","2111.67621706965","-4117.75363932502","4159.8650256076"
"52",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2014","20.847708382963","1929.55798465876","-3761.0164476299","3802.71186439582"
"53",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2016","20.7590075157437","1795.1799240274","-3497.72898934731","3539.2470043788"
"54",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2018","20.7936436311683","1870.99401643279","-3646.28724386705","3687.87453112938"
"55",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2022","20.4967903976474","1649.22894685839","-3211.93254770572","3252.92612850102"
"56",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2024","20.953841872428","2302.58513535447","-4492.03009475963","4533.93777850448"
