"","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","year","est","lwr","upr","log_est","se","type"
"25","25","25",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2016","70396795.2319859","52035135.5100322","95237741.390694","18.0696582978192","0.154201081725524","index"
"26","26","26",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2018","64280327.0919523","47351351.8390912","87261720.9554976","17.97876418737","0.15595095760134","index"
"27","27","27",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2022","60914444.0236301","44605738.9779797","83185921.2676586","17.9249808806442","0.1589864904425","index"
"28","28","28",NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2024","49677327.7858562","34826500.1940369","70860892.774002","17.7210592056134","0.181212539432077","index"
"29","29",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","1991","27322446.2078901","18311309.6754362","40768032.4354117","17.1232191277467","0.204182163005643","index"
"30","30",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","1994","45623856.649756","30088324.0172682","69180865.4547477","17.6359413098216","0.212398577241377","index"
"31","31",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","1997","54151089.8297121","36883268.0434984","79503273.0366323","17.8072886573345","0.195932218522253","index"
"32","32",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2000","38827626.7139631","26933997.7256609","55973294.8519015","17.4746425799317","0.186606835771329","index"
"33","33",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2002","29488805.4332412","20017033.3543904","43442483.7329266","17.1995212724512","0.197670538199971","index"
"34","34",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2004","44036727.7702557","31664477.5587225","61243182.9678939","17.6005345657471","0.168282958037066","index"
"35","35",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2006","46319939.1186226","32033110.6404827","66978720.3632173","17.6510830768634","0.188167969633208","index"
"36","36",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2010","60474219.7965062","42587333.8058914","85873684.3368725","17.9177277131205","0.17891159090574","index"
"37","37",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2012","57594518.3533441","41864777.7130956","79234352.2539731","17.8689379536607","0.162749189363793","index"
"38","38",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2014","62773805.8349436","45456282.164153","86688803.205968","17.955048439887","0.164690194291096","index"
"39","39",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2016","69898410.9653057","51290116.7935534","95257881.2627863","18.0625534739743","0.157933941609023","index"
"40","40",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2018","67440777.1040576","49310393.5504208","92237317.3061071","18.0267603944868","0.159755463692115","index"
"41","41",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2022","56547677.2253587","40588786.4235554","78781360.1080623","17.8505946849765","0.1691828511307","index"
"42","42",NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","2024","56124138.8676501","39189064.5827652","80377498.0896216","17.8430765607936","0.183252479387007","index"
"43",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","1991","19560318.54052","13394448.726041","28564524.6946788","16.789013507741","0.193198755598569","index"
"44",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","1994","38410255.4840061","26428305.7152146","55824529.2847994","17.4638350517971","0.190763133827197","index"
"45",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","1997","41538400.5525563","28875841.4562355","59753712.219251","17.5421288718808","0.185520247834038","index"
"46",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2000","31129032.3407021","22191022.7349327","43667056.9916128","17.2536514574728","0.172683312751392","index"
"47",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2002","26474842.9423137","18634326.6933828","37614308.2791972","17.0917055171325","0.179181638515498","index"
"48",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2004","42476966.50069","31113580.090504","57990519.8261456","17.5644725222891","0.158838419503781","index"
"49",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2006","48214532.2150409","34044494.4985854","68282438.9362519","17.6911710318167","0.177550274295614","index"
"50",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2010","63650876.5675529","45269947.7998682","89495002.4181307","17.9689236545548","0.173865280645795","index"
"51",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2012","57368736.0826404","42234505.3679172","77926137.669881","17.8650100453547","0.156258961961269","index"
"52",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2014","56533021.2626471","40899309.8473241","78142699.8404969","17.8503354725205","0.165162078666626","index"
"53",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2016","70396795.2319859","52035135.5100322","95237741.390694","18.0696582978192","0.154201081725524","index"
"54",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2018","64280327.0919523","47351351.8390912","87261720.9554976","17.97876418737","0.15595095760134","index"
"55",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2022","60914444.0236301","44605738.9779797","83185921.2676586","17.9249808806442","0.1589864904425","index"
"56",NA,NA,NA,"AI","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","2024","49677327.7858562","34826500.1940369","70860892.774002","17.7210592056134","0.181212539432077","index"
