"","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"14","14","GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","08_3","factor(year)2019","20.3355109729149","3339.6264902263","-6525.21213168654","6565.88315363237"
"15","15","GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","08_3","factor(year)2021","20.3731845687426","4505.14894854919","-8809.55649957617","8850.30286871365"
"16","16","GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","08_3","factor(year)2023","20.2630776386349","3840.15293842007","-7506.29837679037","7546.82453206764"
"17",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)1990","20.8028210902889","2730.15082083551","-5330.19446010977","5371.80010229035"
"18",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)1993","21.4207139555385","3476.9960328845","-6793.36628488672","6836.2077127978"
"19",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)1996","21.3497125779954","3547.64855166273","-6931.91367848664","6974.61310364262"
"20",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)1999","20.6945851556921","2702.86794357756","-5276.82923922416","5318.21840953555"
"21",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2001","21.1013146906698","3476.83597009005","-6793.3719668392","6835.57459622054"
"22",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2003","21.2528147258652","3494.2558642045","-6827.36283188283","6869.86846133456"
"23",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2005","21.4514142373585","3580.53726589094","-6996.2726722124","7039.17550068712"
"24",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2007","20.8578614344095","2734.66013787092","-5338.97751874994","5380.69324161876"
"25",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2009","21.5570305139745","3920.42283485939","-7662.33052997884","7705.44459100679"
"26",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2011","20.6939286862483","3127.18916731324","-6108.4842120915","6149.87206946399"
"27",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2013","20.9082029567343","3515.40591406013","-6869.16077964023","6910.9771855537"
"28",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2015","21.2311825403346","3920.81142051276","-7663.41799183799","7705.88035691866"
"29",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2017","21.1583110572578","3907.20576047067","-7636.82425965269","7679.1408817672"
"30",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2019","20.7940083351993","3619.46873690886","-7073.23435917484","7114.82237584524"
"31",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2021","20.9505997804955","4008.59068034502","-7835.74276245866","7877.64396201965"
"32",NA,"GOA","northern rockfish","30420",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","northern_rockfish","1_1","factor(year)2023","20.4220957929667","3601.68780952075","-7038.75629442467","7079.6004860106"
