"","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"11","11","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2013","21.3538510495812","2719.08484190175","-5307.95450998664","5350.6622120858"
"12","12","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2015","22.6267231087972","3895.74176323641","-7612.88682590313","7658.14027212072"
"13","13","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2017","21.8685188750393","3185.08932620682","-6220.79184803328","6264.52888578336"
"14","14","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2019","21.7548764140295","3259.5274152981","-6366.80146419118","6410.31121701924"
"15","15","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2021","22.0627579112759","3660.39938302548","-7152.1882018513","7196.31371767386"
"16","16","GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","08_3","factor(year)2023","21.7985613626803","3119.5821048442","-6092.47001094761","6136.06713367297"
"17",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1990","22.8701543250012","4103.35012248979","-8019.548301713","8065.288610363"
"18",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1993","22.2063341754472","3660.46860255033","-7152.18029336286","7196.59296171376"
"19",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1996","22.1349675094706","3414.17075658712","-6669.51675247115","6713.78668749009"
"20",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)1999","21.0755959798875","2038.1037178723","-3973.534287807","4015.68547976677"
"21",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2001","20.7042996939512","2141.52032103405","-4176.59840169345","4218.00700108135"
"22",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2003","21.1092117578297","2055.6766011558","-4007.94289036925","4050.16131388491"
"23",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2005","21.8171821986536","2594.04127037145","-5062.41028213991","5106.04464653722"
"24",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2007","21.0869765613272","2003.83390227226","-3906.35530289265","3948.52925601531"
"25",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2009","22.4883750261518","3552.70768596695","-6940.6907370677","6985.66748712001"
"26",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2011","22.9086067802848","4754.84142265151","-9296.40933381586","9342.22654737643"
"27",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2013","22.5707251716482","4088.80484637171","-7991.33951352974","8036.48096387303"
"28",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2015","23.1431665648617","4314.94376204773","-8433.99120236445","8480.27753549417"
"29",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2017","21.786304130714","2932.37908859093","-5725.5710985259","5769.14370678733"
"30",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2019","21.9325910500672","3044.00308408049","-5944.20382257654","5988.06900467667"
"31",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2021","22.0826738742335","3553.15590217275","-6941.97492584029","6986.14027358875"
"32",NA,"GOA","Pacific ocean perch","30060",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","pacific_ocean_perch","1_1","factor(year)2023","21.8878129129112","3327.0219093149","-6498.95530511997","6542.7309309458"
